id,tweetText,tweetURL,type,tweetAuthor,handle,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,createdAt,allMediaURL,videoURL
1616222992631205888,From my drafted congressional testimony in December,https://x.com/SBF_FTX/status/1616222992631205888,tweet,SBF,@SBF_FTX,0,56,320,934,767209,11,2023-01-20 05:26:04,,
1616221677825978369,https://t.co/VpfEhaHJF6 https://t.co/c97crYDh0Y,https://x.com/SBF_FTX/status/1616221677825978369,tweet,SBF,@SBF_FTX,1,134,801,1345,1342924,52,2023-01-20 05:20:50,https://pbs.twimg.com/media/Fm34v8caUAAKBLq.jpg,
1616120980669366278,"I'm glad Mr. Ray is finally paying lip service to turning the exchange back on after months of squashing such efforts!

I'm still waiting for him to finally admit FTX US is solvent and give customers their money back...

https://t.co/XjcyYFsoU0

https://t.co/SdvMIMXQ5K",https://x.com/SBF_FTX/status/1616120980669366278,tweet,SBF,@SBF_FTX,2780,330,321,1648,2092048,40,2023-01-19 22:40:42,,
1615575858575724544,"@fed_speak yeah sorry about that I had like 1 hour to throw this one together and it's ugly af

but also it's right",https://x.com/SBF_FTX/status/1615575858575724544,tweet,SBF,@SBF_FTX,475,52,37,506,327455,12,2023-01-18 10:34:35,,
1615556317917368320,"@K_L0X @MetaLawMan honestly you're pointing out one of the most infuriating things about this whole process

if the person with control of the system turns it off and withholds information on it, it's really hard for anyone else to prove anything about it",https://x.com/SBF_FTX/status/1615556317917368320,tweet,SBF,@SBF_FTX,32,7,0,15,19319,1,2023-01-18 09:16:56,,
1615555252962627584,"TL;DR:

1) S&amp;C files, claiming FTX US is insolvent
2) S&amp;C forgot to include bank balances, ~$428m
3) Once you add those back in, you get in the neighborhood of my prior balance sheet (~+$350m)
4) Other slides in the same filing demonstrate (2)",https://x.com/SBF_FTX/status/1615555252962627584,tweet,SBF,@SBF_FTX,0,89,46,291,835165,9,2023-01-18 09:12:42,,
1615530975030837251,"@jconorgrogan @austerity_sucks I think FTX US was always solvent, with segregated assets from FTX International

this wasn't a last-minute musical chairs thing

to be clear if Alameda had excess assets (+ve NAV) on FTX US at the end, *those* would likely go to FTX intl but wouldn't be counted for FTX US anyway",https://x.com/SBF_FTX/status/1615530975030837251,tweet,SBF,@SBF_FTX,30,3,2,6,13964,0,2023-01-18 07:36:14,,
1615530215777914880,@jconorgrogan I'm fairly confident that FTX US's excess cash on hand is much larger than the size of the wrapped asset issue to the extent there is one,https://x.com/SBF_FTX/status/1615530215777914880,tweet,SBF,@SBF_FTX,193,11,11,108,141785,5,2023-01-18 07:33:13,,
1615509341708386307,@spreekaway https://t.co/8fa4tZsMr5,https://x.com/SBF_FTX/status/1615509341708386307,tweet,SBF,@SBF_FTX,103,3,3,32,94463,3,2023-01-18 06:10:16,,
1615509193984999424,@MetaLawMan https://t.co/8fa4tZsMr5,https://x.com/SBF_FTX/status/1615509193984999424,tweet,SBF,@SBF_FTX,47,0,2,22,41178,0,2023-01-18 06:09:41,,
1615507065337958401,"FTX US is solvent, as it always as been.

https://t.co/XjcyYFsoU0 https://t.co/kn9Wm9wxjl",https://x.com/SBF_FTX/status/1615507065337958401,tweet,SBF,@SBF_FTX,1,2200,291,1351,15317261,172,2023-01-18 06:01:13,https://pbs.twimg.com/media/Fmtu0leaYAEcjL7.png,
1614154041021591553,"@TiffanyFong_ sometimes the world needs to see something, you know?",https://x.com/SBF_FTX/status/1614154041021591553,tweet,SBF,@SBF_FTX,571,26,35,375,270146,8,2023-01-14 12:24:47,,
1614088044461842434,"@AFTXcreditor a) they weren't in estate
b) nonetheless my lawyers offered &gt;&gt; 90% of it for customers
c) or 100% if D&amp;O obligations were honored

That being said, this was super clumsily done on our side. https://t.co/tCnlSIxkNp",https://x.com/SBF_FTX/status/1614088044461842434,tweet,SBF,@SBF_FTX,310,9,13,107,180147,5,2023-01-14 08:02:32,https://pbs.twimg.com/media/FmZkNXzacAIMo1p.png,
1614087086877081601,"@AFTXcreditor so I think the actual answer here is the following, roughly, as of ~November 10th:

1) ~$11.5b of assets (some on FTX), ~$3.5b of which were highly liquid
2) ~$1.5b of non-FTX liabilities
3) ~$10b of FTX liabilities

so you can get $8b as (10 - (3.5 - 1.5))

or $11.5b raw",https://x.com/SBF_FTX/status/1614087086877081601,tweet,SBF,@SBF_FTX,32,2,6,14,14979,0,2023-01-14 07:58:44,,
1614085318147452932,@AFTXcreditor @MetaLawMan alas I think reporters have not been particularly interested in stories about FTX customer/creditor recovery or the chapter 11 process,https://x.com/SBF_FTX/status/1614085318147452932,tweet,SBF,@SBF_FTX,38,2,8,23,22284,2,2023-01-14 07:51:42,,
1613671439751872515,@wasscast @itsmadeofcheese @wassielawyer tell me more about Wasscast!,https://x.com/SBF_FTX/status/1613671439751872515,tweet,SBF,@SBF_FTX,29,10,11,34,24616,0,2023-01-13 04:27:06,,
1613542737776906241,"@compound248 Reasonable thread!

And yeah I didn't realize it would ask for contributions, I turned that off just now :P",https://x.com/SBF_FTX/status/1613542737776906241,tweet,SBF,@SBF_FTX,141,14,4,104,150618,2,2023-01-12 19:55:41,,
1613528512413192196,"@QuintenFrancois wait FTX definitely wasn't spending $180m/year on Amazon delivery costs

I think your units are probably off somewhere there?",https://x.com/SBF_FTX/status/1613528512413192196,tweet,SBF,@SBF_FTX,469,57,12,359,2565666,7,2023-01-12 18:59:09,,
1613525392555667458,"@ceostroff @Vlajournaliste heh whoops that was unintentional, good catch--think there shouldn't be a paying option anymore...",https://x.com/SBF_FTX/status/1613525392555667458,tweet,SBF,@SBF_FTX,324,35,12,205,196159,4,2023-01-12 18:46:46,,
1613522399269650434,https://t.co/XVd0BPHxEU,https://x.com/SBF_FTX/status/1613522399269650434,tweet,SBF,@SBF_FTX,0,1089,477,1665,4653919,294,2023-01-12 18:34:52,,
1613328989732601857,"@wassielawyer yup my sense is that is and always has been the best recovery scenario for customers.  I think that them being made substantially whole is a real possibility; I think we were possibly a few weeks away from getting there in November.  (US is solvent, should make everyone whole.)",https://x.com/SBF_FTX/status/1613328989732601857,tweet,SBF,@SBF_FTX,577,73,40,338,320092,12,2023-01-12 05:46:20,,
1611543973411291136,"@friedmandave honestly there was no grand plan for the reply, I wouldn't read too much into it

(sorry, I guess you might have to mute this thread too...)",https://x.com/SBF_FTX/status/1611543973411291136,tweet,SBF,@SBF_FTX,514,35,14,308,418152,8,2023-01-07 07:33:18,,
1611543508225232897,"@CryptoHayes I obviously disagree strongly with many of the specific FTX-related claims here, but:

I largely agree with your higher level point.

It's a variant on something I heard again and again oversees.

I think you might be a bit surprised by my perspective on it.",https://x.com/SBF_FTX/status/1611543508225232897,tweet,SBF,@SBF_FTX,849,59,27,330,509048,25,2023-01-07 07:31:28,,
1611527403263913984,@friedmandave correlation of official marks of private companies can be 0 for a surprisingly long time though :P,https://x.com/SBF_FTX/status/1611527403263913984,tweet,SBF,@SBF_FTX,546,76,23,268,350535,10,2023-01-07 06:27:28,,
1608937536487059458,"I believe it is likely the case that various legit legs of FTX have the ability to access these funds; hopefully that's what's happening here.  If not, hopefully one steps in soon to do so.  I would be happy to help advise regulators on this if any wanted.",https://x.com/SBF_FTX/status/1608937536487059458,tweet,SBF,@SBF_FTX,2023,234,110,927,1261221,30,2022-12-31 02:56:15,,
1608908562851598336,"None of these are me.  I'm not and couldn't be moving any of those funds; I don't have access to them anymore.

https://t.co/5Gkin30Ny5",https://x.com/SBF_FTX/status/1608908562851598336,tweet,SBF,@SBF_FTX,6942,1049,706,3730,7666867,187,2022-12-31 01:01:08,,
1602419187296641024,"@tier10k If this is true then I wasn't a member of that inner circle

(I'm quite sure it's just false; I have never heard of such a group)",https://x.com/SBF_FTX/status/1602419187296641024,tweet,SBF,@SBF_FTX,2155,437,125,1213,-,52,2022-12-13 03:14:40,,
1601192083540578305,"@cz_binance Among other things, as you know, you didn't even have the rights to pull out as an investor unless we chose to buy you out--much of the tokens/equity were still locked.",https://x.com/SBF_FTX/status/1601192083540578305,tweet,SBF,@SBF_FTX,969,78,75,682,-,24,2022-12-09 17:58:36,,
1601191713519079424,"@cz_binance You threatened to walk at the last minute if we didn't kick in an extra ~$75m.

We did it anyway because this just made us feel more confident we didn't want Binance on our cap table.

But again, none of this is necessary.  You won.  Why are you lying about this now?",https://x.com/SBF_FTX/status/1601191713519079424,tweet,SBF,@SBF_FTX,830,137,115,786,-,30,2022-12-09 17:57:07,,
1601191234034274304,"@cz_binance You won, @cz_binance.

There's no need to lie, now, about the buyout.

We initiated conversations around buying you out, and we decided to do it because it was important for our business.

And while I was frustrated with your 'negotiation' tactics, I chose to still do it.",https://x.com/SBF_FTX/status/1601191234034274304,tweet,SBF,@SBF_FTX,1555,432,251,1101,-,79,2022-12-09 17:55:13,,
1601186251876360192,"3) I had thought of myself as a model CEO, who wouldn't become lazy or disconnected.

Which made it that much more destructive when I did.

I'm sorry.  Hopefully people can learn from the difference between who I was and who I could have been.",https://x.com/SBF_FTX/status/1601186251876360192,tweet,SBF,@SBF_FTX,0,646,108,585,-,16,2022-12-09 17:35:25,,
1601186249750245378,"2) I will try to be helpful during the hearing, and to shed what light I can on:

--FTX US's solvency and American customers

--Pathways that could return value to users internationally

--What I think led to the crash

--My own failings",https://x.com/SBF_FTX/status/1601186249750245378,tweet,SBF,@SBF_FTX,1,121,89,519,-,5,2022-12-09 17:35:25,,
1601186246990401537,"1) I still do not have access to much of my data -- professional or personal.  So there is a limit to what I will be able to say, and I won't be as helpful as I'd like.

But as the committee still thinks it would be useful, I am willing to testify on the 13th.",https://x.com/SBF_FTX/status/1601186246990401537,tweet,SBF,@SBF_FTX,1,816,324,1092,-,80,2022-12-09 17:35:24,,
1601129063221202945,@cryptomanran I continue to think that this would be a productive path for parties to explore!  I *hope* that the teams in place will do so.,https://x.com/SBF_FTX/status/1601129063221202945,tweet,SBF,@SBF_FTX,1370,212,77,777,-,18,2022-12-09 13:48:10,,
1601127930356453376,"I made a lot of big mistakes this year.

But this wasn't one of them.  There's no evidence, because it didn't happen.  Please, please, focus on your own house.",https://x.com/SBF_FTX/status/1601127930356453376,tweet,SBF,@SBF_FTX,0,373,218,780,-,42,2022-12-09 13:43:40,,
1599511560384225281,"Rep. Waters, and the House Committee on Financial Services:

Once I have finished learning and reviewing what happened, I would feel like it was my duty to appear before the committee and explain.

I'm not sure that will happen by the 13th.  But when it does, I will testify.",https://x.com/SBF_FTX/status/1599511560384225281,tweet,SBF,@SBF_FTX,0,2034,452,1542,-,123,2022-12-05 02:40:48,,
1598509177386696704,@AltcoinPsycho if those controlling it wanted to continue processing ACH withdrawals then I would expect that would likely be true,https://x.com/SBF_FTX/status/1598509177386696704,tweet,SBF,@SBF_FTX,203,8,7,112,-,2,2022-12-02 08:17:41,,
1598507551376670721,"@AltcoinDailyio yea the picture going around was a joke, I'm still vegan",https://x.com/SBF_FTX/status/1598507551376670721,tweet,SBF,@SBF_FTX,1600,125,78,1244,-,13,2022-12-02 08:11:13,,
1598343921674993666,"Expanding on DealBook:

When I filed, I'm fairly sure FTX US was solvent, and that all US customers could be made whole.

To my knowledge, it still is today.

I was expecting that to happen.  I'm surprised it hasn't.  I'm not sure why US withdrawals were turned off.",https://x.com/SBF_FTX/status/1598343921674993666,tweet,SBF,@SBF_FTX,7910,886,616,4199,-,161,2022-12-01 21:21:01,,
1598157465878958081,"@fintechfrank agreed, we should do one",https://x.com/SBF_FTX/status/1598157465878958081,tweet,SBF,@SBF_FTX,370,23,53,1176,-,11,2022-12-01 09:00:06,,
1598157207149096960,@dadadadaffy FTX US custodied its own assets.,https://x.com/SBF_FTX/status/1598157207149096960,tweet,SBF,@SBF_FTX,64,3,5,44,-,2,2022-12-01 08:59:05,,
1598155505096364033,"@dadadadaffy https://t.co/X1OzE3K9S8

~$53m in FTX US solBTC it looks like, so I don't think that should break it.  (I say this without knowing, right now, whether there even is an issue with solBTC to begin with.)",https://x.com/SBF_FTX/status/1598155505096364033,tweet,SBF,@SBF_FTX,58,1,5,69,-,3,2022-12-01 08:52:19,,
1598153946958532610,"@fintechfrank I believe it is true of the full FTX US exchange, not just LedgerX.

At the very least it was true prior to filing, to the best of my knowledge, and I was fully expecting withdrawals to remain open.",https://x.com/SBF_FTX/status/1598153946958532610,tweet,SBF,@SBF_FTX,81,4,11,49,-,2,2022-12-01 08:46:07,,
1598153642720505856,"@BillAckman @SBF I deeply appreciate that.

I messed up.  I'm going to do everything I can to make it right--even though I knew it might never be enough.",https://x.com/SBF_FTX/status/1598153642720505856,tweet,SBF,@SBF_FTX,3433,494,167,1923,-,93,2022-12-01 08:44:55,,
1595512579417378837,I’ll be speaking with @andrewrsorkin at the @dealbook summit next Wednesday (11/30).,https://x.com/SBF_FTX/status/1595512579417378837,tweet,SBF,@SBF_FTX,224,5792,1164,4935,-,405,2022-11-24 01:50:16,,
1593014949487730688,"32) Anyway -- none of that matters now.

What matters is doing the best I can.

And doing everything I can for FTX's customers.",https://x.com/SBF_FTX/status/1593014949487730688,tweet,SBF,@SBF_FTX,6883,503,213,1819,-,68,2022-11-17 04:25:35,,
1593014947394785281,"31) And in the future, I'm going to care less about the dumb, contentless, ""good actor"" framework.

What matters is what you do--is *actually* doing good or bad, not just *talking* about doing good or *using ESG language*.",https://x.com/SBF_FTX/status/1593014947394785281,tweet,SBF,@SBF_FTX,1321,310,132,1126,-,67,2022-11-17 04:25:34,,
1593014945343766529,30) (Some of what I said was thoughtless or overly strong--I was venting and not intending that to be public.  I guess at this point what I write leaks anyway.),https://x.com/SBF_FTX/status/1593014945343766529,tweet,SBF,@SBF_FTX,480,34,64,611,-,8,2022-11-17 04:25:34,,
1593014943255003137,"29) Which means that interacting with regulatory structures can be really frustrating: a *huge* amount of work--much of it arbitrary--and relatively little customer protection.

Fuck that.  You all deserve frameworks that let regulators protect customers while allowing freedom.",https://x.com/SBF_FTX/status/1593014943255003137,tweet,SBF,@SBF_FTX,453,125,67,618,-,10,2022-11-17 04:25:33,,
1593014941220757507,"28) Even so, there are regulators who have deeply impressed me with their knowledge and thoughtfulness.  The CFTC has; the SCB, and VARA, too.  And others, scattered.

But most are overwhelmed.",https://x.com/SBF_FTX/status/1593014941220757507,tweet,SBF,@SBF_FTX,246,51,46,500,-,18,2022-11-17 04:25:33,,
1593014939085549568,"27) A few thoughts:

a) It's *really* hard to be a regulator.  They have an impossible job: to regulate entire industries that grow faster than their mandate allows them to.

And so often they end up mostly unable to police as well as they ideally would.",https://x.com/SBF_FTX/status/1593014939085549568,tweet,SBF,@SBF_FTX,288,114,58,577,-,14,2022-11-17 04:25:32,,
1593014936795422721,"26) Well, that gives some color, I guess.

It sucks.  I'm really sorry that things ended up as they did.  And as I said--I'm going to do everything I can to make it more right.",https://x.com/SBF_FTX/status/1593014936795422721,tweet,SBF,@SBF_FTX,337,55,47,581,-,5,2022-11-17 04:25:32,,
1593014934207881218,"25) Last night I talked to a friend of mine.

They published my messages.  Those were not intended to be public, but I guess they are now. https://t.co/yH9aKmESY8",https://x.com/SBF_FTX/status/1593014934207881218,tweet,SBF,@SBF_FTX,487,355,91,722,-,78,2022-11-17 04:25:31,https://pbs.twimg.com/media/FhuE6a_XwAYEtyE.png,
1592958070782857216,24) Shrapnel,https://x.com/SBF_FTX/status/1592958070782857216,tweet,SBF,@SBF_FTX,1866,164,88,812,-,13,2022-11-17 00:39:34,,
1592958068907806722,"23) Roughly 25% of customer assets were withdrawn each day--$4b.

As it turned out, I was wrong: leverage wasn't ~$5b, it was ~$13b.

$13b leverage, total run on the bank, total collapse in asset value, all at once.

Which is why you don't want that leverage.

---",https://x.com/SBF_FTX/status/1592958068907806722,tweet,SBF,@SBF_FTX,1106,418,155,1130,-,37,2022-11-17 00:39:34,,
1592958067187929089,"22) And that risk was correlated--with the other collateral, and with the platform.

And then the crash came.

In a few day period, there was a historic crash--over 50% in most correlated assets, with no bid side liquidity.

And at the same time there was a run on the bank.",https://x.com/SBF_FTX/status/1592958067187929089,tweet,SBF,@SBF_FTX,369,88,71,634,-,15,2022-11-17 00:39:33,,
1592958065212502016,"21) And problems were brewing.  Larger than I realized.

[AGAIN THESE NUMBERS ARE APPROXIMATE, TO THE BEST OF MY KNOWLEDGE, ETC.]

Leverage built up-- ~$5b of leverage, backed by ~$20b of assets which were....

Well, they had value.  FTT had value, in EV!  But they had risk.",https://x.com/SBF_FTX/status/1592958065212502016,tweet,SBF,@SBF_FTX,331,111,62,607,-,15,2022-11-17 00:39:33,,
1592958063362789378,"20) I was on the cover of every magazine, and FTX was the darling of Silicon Valley.

We got overconfident and careless.",https://x.com/SBF_FTX/status/1592958063362789378,tweet,SBF,@SBF_FTX,510,238,136,882,-,27,2022-11-17 00:39:32,,
1592958061341474817,"19) Once upon a time--a month ago--FTX was a valuable enterprise.

FTX had ~$10-15b of daily volume, and roughly $1b of annual revenue.  $40b of equity value.

And we were held as paragons of running an effective company.",https://x.com/SBF_FTX/status/1592958061341474817,tweet,SBF,@SBF_FTX,432,115,83,692,-,20,2022-11-17 00:39:32,,
1592768342582259725,18) Truth and Beauty,https://x.com/SBF_FTX/status/1592768342582259725,tweet,SBF,@SBF_FTX,2901,464,191,1334,-,39,2022-11-16 12:05:39,,
1592739393533792258,"17) I know you've all seen this, but here's where things stand today, roughly speaking.  [LOTS OF CAVEATS, ETC.]

Liquid: -$8b
Semi: +$5.5b
Illiquid: +$3.5b

And yeah, maybe that $9b illiquid M2M isn't worth $9b (+$1b net).

OTOH--a month ago it was worth $18b; +$10b net.

---",https://x.com/SBF_FTX/status/1592739393533792258,tweet,SBF,@SBF_FTX,2010,377,246,1795,-,63,2022-11-16 10:10:37,,
